ticket_id,created_at,customer_age,membership_tier,issue_type,contact_channel,region,monthly_spend,tenure_months,previous_tickets,avg_response_minutes,satisfaction_score,reopened_count,resolution_hours,priority
TK-261388,2025-01-24 13:00:00,22,Basic,Technical,Phone,Seoul,63155,63,1,75,3.3,2,3.1,Medium
TK-261389,2026-05-04 05:00:00,69,Basic,Account,Phone,Seoul,65214,60,0,86,4.8,2,3.7,Low
TK-261390,2025-03-03 20:00:00,59,Basic,Account,Chat,Daegu,36105,80,8,2,4.6,0,1.8,Medium
TK-261391,2026-05-31 17:00:00,67,Silver,Cancellation,Chat,Daejeon,57798,11,0,40,4.4,0,7.7,Medium
TK-261392,2025-03-06 23:00:00,23,Gold,Delivery,Phone,Busan,133095,22,5,24,3.1,2,5.1,Medium
TK-261393,2026-02-03 20:00:00,64,Silver,Payment,Chat,Seoul,64921,85,3,75,3.2,0,4.2,Medium
TK-261394,2025-05-31 16:00:00,49,Gold,Delivery,Email,Daejeon,122874,8,6,58,2.7,2,10.2,Medium
TK-261395,2026-04-06 03:00:00,55,Silver,Delivery,Email,Daegu,98156,11,4,69,3.4,1,5.0,Low
TK-261396,2025-08-09 23:00:00,63,Gold,Cancellation,Phone,Daegu,153349,31,2,26,2.1,1,4.9,Medium
TK-261397,2026-03-17 06:00:00,63,Basic,Technical,Chat,Busan,33763,70,6,68,4.2,1,6.3,Medium
TK-261398,2025-05-10 15:00:00,50,Basic,Cancellation,Email,Incheon,52498,48,6,93,2.4,1,8.0,Low
TK-261399,2025-03-03 19:00:00,41,Gold,Delivery,Chat,Incheon,159408,63,0,90,4.2,0,2.0,Low
TK-261400,2026-01-20 09:00:00,38,Silver,Technical,Email,Daegu,102704,91,1,85,3.8,1,5.5,Low
TK-261401,2025-01-07 17:00:00,38,VIP,Cancellation,App,Seoul,240133,52,4,34,1.9,0,4.6,High
TK-261402,2025-02-09 20:00:00,73,Gold,Technical,Chat,Incheon,150667,76,9,26,3.1,0,2.5,Medium
TK-261403,2026-01-11 20:00:00,76,Gold,Cancellation,Email,Seoul,111013,59,5,94,2.7,0,9.0,Medium
TK-261404,2026-04-05 01:00:00,46,Gold,Delivery,Chat,Busan,116744,40,8,36,4.3,0,4.9,Medium
TK-261405,2025-07-31 00:00:00,68,Basic,Cancellation,Chat,Incheon,34382,44,4,39,4.1,0,5.5,Medium
TK-261406,2025-04-16 07:00:00,55,VIP,Cancellation,Chat,Seoul,240996,60,5,101,4.1,0,5.3,High
TK-261407,2025-07-09 10:00:00,42,Silver,Payment,Phone,Busan,86187,62,5,60,3.3,0,2.0,Medium
TK-261408,2025-04-26 04:00:00,73,Gold,Delivery,Email,Busan,156081,25,7,44,3.4,0,8.3,Medium
TK-261409,2025-05-21 03:00:00,50,Basic,Technical,Phone,Seoul,64947,55,2,101,4.1,0,6.2,Low
TK-261410,2026-06-01 11:00:00,55,Basic,Technical,Phone,Incheon,55811,80,1,126,2.7,0,7.2,Medium
TK-261411,2026-03-03 17:00:00,27,Basic,Delivery,App,Busan,20368,27,3,22,4.8,1,1.7,Medium
TK-261412,2026-07-17 07:00:00,45,Basic,Cancellation,Chat,Busan,31122,9,6,62,3.2,2,4.5,High
TK-261413,2026-05-23 19:00:00,37,Gold,Delivery,Chat,Seoul,150775,84,4,57,3.6,0,5.1,Medium
TK-261414,2026-03-19 07:00:00,39,Silver,Delivery,Chat,Seoul,91428,59,6,53,1.9,0,4.1,Medium
TK-261415,2025-12-28 14:00:00,31,Basic,Delivery,Phone,Incheon,34027,32,5,34,3.4,0,9.0,Medium
TK-261416,2025-01-03 15:00:00,46,Basic,Payment,Phone,Seoul,,33,3,38,2.8,1,1.3,High
TK-261417,2025-08-30 15:00:00,65,Silver,Payment,Chat,Seoul,91944,59,0,64,3.6,0,2.9,Medium
TK-261418,2025-03-21 14:00:00,55,Basic,Payment,Phone,Busan,28281,19,5,43,3.8,0,6.3,Medium
TK-261419,2025-01-19 10:00:00,38,Basic,Delivery,Email,Busan,55501,55,5,15,4.2,1,8.4,Medium
TK-261420,2025-11-19 21:00:00,29,Silver,Technical,Phone,Incheon,85310,84,1,68,3.4,1,3.5,Low
TK-261421,2025-08-04 03:00:00,70,Gold,Technical,Phone,Busan,156050,65,4,91,3.2,2,1.9,High
TK-261422,2026-01-15 06:00:00,51,Silver,Payment,Chat,Incheon,55648,11,6,4,2.3,1,6.8,Medium
TK-261423,2025-05-23 01:00:00,49,Basic,Technical,Email,Daejeon,37312,62,0,68,4.1,0,4.1,Medium
TK-261424,2025-12-30 04:00:00,57,Basic,Payment,Phone,Seoul,71638,3,4,53,4.2,0,8.5,Medium
TK-261425,2025-03-20 01:00:00,33,Basic,Cancellation,Chat,Seoul,62489,33,2,21,3.9,3,3.1,Medium
TK-261426,2026-04-17 23:00:00,48,Basic,Delivery,App,Busan,58125,54,0,47,4.2,0,2.0,Medium
TK-261427,2025-05-04 13:00:00,30,Silver,Payment,App,Busan,84713,94,5,52,3.5,0,3.6,Medium
TK-261428,2026-01-28 11:00:00,40,Basic,Technical,App,Seoul,64337,95,1,88,2.6,1,6.1,Low
TK-261429,2025-02-15 19:00:00,26,Gold,Technical,Email,Busan,154268,52,0,104,2.0,0,4.9,Medium
TK-261430,2026-02-02 17:00:00,44,VIP,Delivery,Chat,Seoul,226060,48,0,38,3.6,0,8.4,Medium
TK-261431,2026-05-10 01:00:00,36,Basic,Technical,Chat,Busan,27364,44,0,69,4.5,2,16.2,High
TK-261432,2026-01-13 00:00:00,22,Basic,Account,App,Seoul,47227,93,0,66,3.9,0,5.6,Low
TK-261433,2026-01-03 11:00:00,71,Silver,Delivery,Email,Busan,89707,3,7,37,2.5,0,5.8,High
TK-261434,2025-01-08 19:00:00,67,Gold,Account,Chat,Daegu,126608,74,0,43,3.1,0,5.1,High
TK-261435,2025-12-10 19:00:00,65,Silver,Payment,App,Busan,65499,35,0,85,,0,16.2,High
TK-261436,2026-05-22 22:00:00,69,Gold,Technical,Email,Daegu,115063,72,7,71,4.1,1,7.3,Medium
TK-261437,2025-08-25 12:00:00,42,Gold,Payment,Email,Busan,138786,26,4,38,4.5,0,4.7,Low
TK-261438,2025-05-12 08:00:00,52,Gold,Payment,Chat,Busan,136159,5,0,43,4.9,4,13.5,Medium
TK-261439,2025-08-18 10:00:00,42,Silver,Technical,Phone,Seoul,97474,68,8,54,3.8,3,8.2,High
TK-261440,2025-02-09 16:00:00,47,Basic,Cancellation,Phone,Seoul,28434,64,1,68,4.6,0,8.9,Medium
TK-261441,2025-04-18 22:00:00,72,Silver,Delivery,Chat,Seoul,105573,68,7,51,2.6,2,1.9,Low
TK-261442,2026-03-04 17:00:00,42,Silver,Account,Phone,Busan,105538,46,5,35,4.4,1,3.3,Medium
TK-261443,2025-06-01 03:00:00,66,Silver,Payment,Chat,Seoul,57946,10,3,53,4.9,1,2.0,Medium
TK-261444,2025-04-06 17:00:00,34,Gold,Payment,Chat,Seoul,131958,7,11,60,3.1,1,7.8,Low
TK-261445,2026-01-06 11:00:00,25,VIP,Account,Phone,Daegu,210974,40,0,9,2.3,0,0.9,Medium
TK-261446,2026-05-30 07:00:00,26,Basic,Cancellation,Chat,Incheon,68655,49,5,61,3.2,1,6.6,Medium
TK-261447,2025-04-19 07:00:00,74,Basic,Delivery,Phone,Daegu,71443,71,8,20,4.1,0,1.9,High
TK-261448,2025-12-16 02:00:00,67,VIP,Technical,Phone,Incheon,225668,72,4,130,4.1,1,12.1,Medium
TK-261449,2026-04-08 19:00:00,57,Basic,Technical,Phone,Busan,62775,14,4,87,3.9,0,7.7,Medium
TK-261450,2025-03-06 15:00:00,58,Silver,Delivery,Chat,Seoul,102511,49,2,88,4.1,0,5.3,Low
TK-261451,2025-08-23 15:00:00,20,Basic,Cancellation,Email,Busan,40996,47,2,52,4.0,1,6.1,High
TK-261452,2025-08-14 05:00:00,50,Basic,Technical,Chat,Daegu,58373,14,3,82,4.1,0,14.1,Medium
TK-261453,2025-07-15 21:00:00,41,Basic,Payment,Email,Seoul,63722,8,8,115,4.0,1,10.1,Medium
TK-261454,2025-08-21 22:00:00,54,Gold,Delivery,Email,Busan,138795,82,0,43,3.7,1,6.9,Medium
TK-261455,2026-05-04 16:00:00,52,Silver,Account,Chat,Busan,82027,69,0,56,5.0,0,2.8,Medium
TK-261456,2025-05-28 02:00:00,58,Basic,Delivery,Phone,Busan,30909,20,6,82,4.1,0,2.4,Medium
TK-261457,2025-12-17 22:00:00,65,Silver,Technical,Phone,Daegu,97179,8,0,117,4.6,1,8.8,Medium
TK-261458,2025-11-21 02:00:00,39,Basic,Payment,Email,Daegu,68031,31,5,39,3.5,1,9.4,Medium
TK-261459,2025-04-22 15:00:00,36,Basic,Cancellation,Email,Seoul,21638,67,1,144,2.7,3,3.9,High
TK-261460,2025-03-24 12:00:00,53,Gold,Payment,Chat,Busan,120593,30,2,65,3.7,0,9.6,Low
TK-261461,2025-01-22 20:00:00,62,VIP,Delivery,Phone,Seoul,201231,23,0,69,3.9,2,5.1,Low
TK-261462,2026-03-22 20:00:00,61,Silver,Payment,Chat,Daejeon,103262,70,2,17,3.2,0,2.1,Medium
TK-261463,2025-11-19 20:00:00,66,Gold,Cancellation,App,Busan,146752,21,5,75,2.8,0,4.1,High
TK-261464,2025-02-01 19:00:00,18,Basic,Technical,Email,Busan,24185,43,0,132,3.6,0,4.0,Medium
TK-261465,2025-06-16 05:00:00,60,Gold,Cancellation,Chat,Incheon,142104,15,6,54,2.7,2,3.1,Medium
TK-261466,2026-02-13 03:00:00,68,Silver,Technical,Phone,Busan,94598,86,6,59,4.0,0,6.2,Medium
TK-261467,2026-02-05 01:00:00,25,Silver,Cancellation,App,Incheon,66650,95,0,97,3.5,0,9.7,Low
TK-261468,2025-10-26 04:00:00,21,VIP,Delivery,Phone,Seoul,215931,78,6,18,3.1,0,5.5,Medium
TK-261469,2025-01-07 20:00:00,44,Gold,Technical,Chat,Daegu,119393,26,8,96,3.3,0,2.5,Medium
TK-261470,2025-07-25 17:00:00,47,Basic,Cancellation,Email,Incheon,41203,27,3,88,4.3,2,2.8,Medium
TK-261471,2025-02-24 05:00:00,28,Silver,Delivery,Chat,Seoul,85417,16,8,2,3.6,0,4.0,Medium
TK-261472,2025-05-04 20:00:00,41,Gold,Delivery,Email,Seoul,120484,67,3,70,4.2,1,4.0,Medium
TK-261473,2025-05-27 15:00:00,67,Basic,Payment,Phone,Daegu,55750,60,4,25,3.4,1,0.8,Medium
TK-261474,2025-08-10 03:00:00,33,Gold,Account,Phone,Seoul,135864,40,1,76,3.8,0,11.3,Medium
TK-261475,2025-04-06 16:00:00,33,Silver,Cancellation,Email,Seoul,61378,36,6,79,2.8,0,10.1,Medium
TK-261476,2025-12-20 11:00:00,18,Basic,Payment,Email,Incheon,47160,57,3,119,3.3,0,7.4,Low
TK-261477,2025-12-12 13:00:00,48,Silver,Technical,Chat,Seoul,72504,38,8,55,3.5,2,3.5,High
TK-261478,2025-02-09 17:00:00,39,Silver,Payment,,Daegu,102212,77,3,76,3.0,0,5.8,Low
TK-261479,2026-05-01 13:00:00,48,Basic,Delivery,Email,Seoul,,44,3,48,2.3,0,3.1,Low
TK-261480,2026-03-26 04:00:00,76,Gold,Delivery,Email,Incheon,140450,40,3,76,2.9,0,5.2,Medium
TK-261481,2025-11-17 01:00:00,55,Basic,Technical,Chat,Busan,45041,23,1,118,3.1,0,7.4,Low
TK-261482,2026-07-01 08:00:00,52,Silver,Payment,Phone,Incheon,89505,79,3,27,2.4,2,4.0,Medium
TK-261483,2026-02-11 12:00:00,26,Silver,Payment,Phone,Daegu,79727,2,6,51,4.0,1,2.4,Medium
TK-261484,2026-01-06 21:00:00,33,Basic,Account,Chat,Seoul,57867,91,1,49,2.7,2,7.3,Low
TK-261485,2025-11-01 19:00:00,52,Gold,Technical,Email,Incheon,122665,76,3,33,3.7,0,5.4,Medium
TK-261486,2026-02-26 02:00:00,38,VIP,Technical,Chat,Seoul,217710,96,0,131,4.1,0,3.7,Medium
TK-261487,2026-04-16 16:00:00,24,Silver,Payment,App,Daejeon,103066,67,3,70,3.2,1,2.9,Medium
TK-261488,2025-01-11 22:00:00,41,Silver,Delivery,App,Incheon,95127,62,9,29,3.1,0,3.5,Medium
TK-261489,2025-07-25 09:00:00,41,Gold,Account,Chat,Busan,156421,30,5,61,3.8,2,4.3,Medium
TK-261490,2026-03-04 14:00:00,42,Silver,Technical,Email,Daegu,62761,68,2,94,3.7,1,18.3,High
TK-261491,2026-05-19 09:00:00,60,Basic,Delivery,Phone,Seoul,32734,78,0,47,3.9,0,4.9,Low
TK-261492,2025-05-14 06:00:00,32,VIP,Payment,Chat,Daejeon,193466,84,4,31,4.3,1,6.4,Low
TK-261493,2026-01-10 08:00:00,19,Gold,Payment,Email,Busan,152145,25,1,50,1.8,1,8.7,Low
TK-261494,2025-02-17 10:00:00,26,Basic,Technical,Chat,Seoul,27208,37,3,75,3.6,0,4.1,Medium
TK-261495,2025-02-27 13:00:00,41,Gold,Delivery,Phone,Daejeon,121146,19,6,126,2.6,1,4.8,Medium
TK-261496,2026-06-24 17:00:00,51,Silver,Technical,App,Seoul,79933,17,8,61,4.1,2,4.0,High
TK-261497,2025-11-23 20:00:00,44,Silver,Cancellation,Chat,Incheon,62603,15,6,48,4.3,4,7.6,Medium
TK-261498,2026-01-25 13:00:00,37,Basic,Account,Email,Busan,65393,68,2,34,3.7,0,8.2,Low
TK-261499,2025-11-24 18:00:00,75,Silver,Payment,Phone,Daegu,80497,11,3,2,3.1,1,2.6,Low
